house,sale_id,lot_id,lot_number,raw_width,raw_height,purpose
kuenker,428,736239,1505,2000,1048,kuenker_wallclock
kuenker,428,736245,1511,2000,1061,kuenker_wallclock
kuenker,428,736250,1516,2000,1057,kuenker_wallclock
kuenker,428,736256,1522,2000,697,kuenker_wallclock
kuenker,428,736262,1528,2000,1078,kuenker_wallclock
kuenker,428,736268,1534,2000,1046,kuenker_wallclock
kuenker,428,736274,1540,2000,1058,kuenker_wallclock
kuenker,428,736279,1545,1849,1029,kuenker_wallclock
kuenker,428,736285,1551,2000,1043,kuenker_wallclock
kuenker,428,736291,1557,2000,1046,kuenker_wallclock
kuenker,428,736297,1563,2000,1063,kuenker_wallclock
kuenker,428,736303,1569,2000,1068,kuenker_wallclock
kuenker,428,736308,1574,2000,696,kuenker_wallclock
kuenker,428,736321,1580,2000,1060,kuenker_wallclock
kuenker,428,736334,1586,2000,1052,kuenker_wallclock
kuenker,428,736347,1592,2000,1058,kuenker_wallclock
kuenker,428,736360,1598,2000,1055,kuenker_wallclock
kuenker,428,736371,1603,2000,1043,kuenker_wallclock
kuenker,428,736385,1609,2000,1053,kuenker_wallclock
kuenker,428,736398,1615,2000,1056,kuenker_wallclock
kuenker,428,736412,1621,2000,1058,kuenker_wallclock
kuenker,428,736425,1627,2000,1057,kuenker_wallclock
kuenker,428,736436,1632,2000,1067,kuenker_wallclock
kuenker,428,736449,1638,2000,1078,kuenker_wallclock
kuenker,428,736462,1644,2000,1053,kuenker_wallclock
kuenker,428,736476,1650,2000,1057,kuenker_wallclock
kuenker,428,736488,1656,1556,865,kuenker_wallclock
kuenker,428,736500,1661,2000,1085,kuenker_wallclock
kuenker,428,736513,1667,2000,1076,kuenker_wallclock
kuenker,428,736527,1673,2000,1062,kuenker_wallclock
kuenker,428,736540,1679,2000,1087,kuenker_wallclock
kuenker,428,736553,1685,2000,1083,kuenker_wallclock
kuenker,428,736564,1690,2000,1064,kuenker_wallclock
kuenker,428,736578,1696,2000,1061,kuenker_wallclock
kuenker,428,736591,1702,2000,1069,kuenker_wallclock
kuenker,428,736604,1708,2000,1060,kuenker_wallclock
kuenker,428,736618,1714,2000,1064,kuenker_wallclock
kuenker,428,736631,1720,2000,1092,kuenker_wallclock
kuenker,428,736642,1725,2000,1062,kuenker_wallclock
kuenker,428,736656,1731,2000,1084,kuenker_wallclock
kuenker,428,736669,1737,2000,1063,kuenker_wallclock
kuenker,428,736682,1743,2000,1061,kuenker_wallclock
kuenker,428,736695,1749,2000,1062,kuenker_wallclock
kuenker,428,736706,1754,2000,1084,kuenker_wallclock
kuenker,428,736719,1760,2000,1062,kuenker_wallclock
kuenker,428,736732,1766,2000,1065,kuenker_wallclock
kuenker,428,736745,1772,2000,1072,kuenker_wallclock
