house,sale_id,lot_id,lot_number,w,h,outcome_changed,binary_iou,alpha_iou,control.ndets,control.hough,control.blobs_post_close,control.bboxes,control.sliver_pairs,control.sliver_contour_px,control.sliver_contour_frac,control.sliver_circle_px,control.sliver_circle_frac,control.sliverd3_pairs,control.sliverd3_contour_px,control.sliverd3_contour_frac,control.sliverd3_circle_px,control.sliverd3_circle_frac,auto.ndets,auto.hough,auto.blobs_post_close,auto.bboxes,auto.sliver_pairs,auto.sliver_contour_px,auto.sliver_contour_frac,auto.sliver_circle_px,auto.sliver_circle_frac,auto.sliverd3_pairs,auto.sliverd3_contour_px,auto.sliverd3_contour_frac,auto.sliverd3_circle_px,auto.sliverd3_circle_frac
cng_feature,Auction 91,736851,215563,500,268,1,0.79114,0.77209,2,1,1,"2,0,258,254;247,25,252,243",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,246,268;254,6,246,255",2,0,0.0,247,0.00497,2,0,0.0,447,0.009
cng_feature,Auction 91,736864,215570,500,250,1,0.83219,0.98985,2,0,2,"0,0,243,250;256,0,244,250",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,243,248;256,6,240,239",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736875,215576,500,224,1,0.83476,0.80748,2,1,1,"0,0,234,224;283,0,217,224",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,246,224;257,4,243,217",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736887,215582,500,250,1,0.83174,0.68958,2,1,1,"31,5,228,228;253,27,234,223",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,17,260,216;290,16,205,205",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736898,215588,500,257,1,0.85437,0.84362,2,1,1,"0,1,256,256;237,0,263,257",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"255,9,245,242;3,0,241,252",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736908,215594,500,250,1,0.80028,0.93571,2,1,1,"0,0,259,250;240,0,260,250",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"254,6,246,244;0,8,248,235",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736920,215600,500,248,1,0.82258,0.94133,2,1,1,"0,0,263,248;239,0,261,248",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,248,248;255,0,245,248",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736931,215607,500,228,1,0.82623,0.88245,2,1,1,"0,0,233,228;255,0,245,228",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,247,228;275,11,212,212",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736943,215613,500,238,1,0.79329,0.9059,2,1,1,"0,0,247,238;261,0,239,238",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"267,2,233,236;14,7,229,229",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736954,215619,500,238,1,0.79979,0.8368,2,1,1,"0,0,238,238;271,0,229,237",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"261,4,239,234;12,4,226,226",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736965,215625,500,245,1,0.84828,0.89351,2,1,1,"0,0,256,245;241,0,259,245",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"251,0,249,245;0,1,245,244",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736975,215631,500,247,1,0.80624,0.7365,2,1,1,"0,10,232,237;266,7,234,236",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"247,5,253,236;0,0,239,247",2,0,0.0,253,0.00552,2,0,0.0,457,0.00997
cng_feature,Auction 91,736987,215637,500,234,1,0.84219,0.85308,2,1,1,"6,0,252,234;240,0,252,234",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"250,0,250,234;0,4,244,230",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737000,215644,500,259,1,0.94628,0.73781,2,1,1,"3,0,248,235;259,19,240,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,249,259;256,0,244,259",2,0,0.0,419,0.00869,2,0,0.0,667,0.01383
cng_feature,Auction 91,737011,215650,500,236,1,0.85452,0.91215,2,1,1,"0,0,252,236;260,0,240,236",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"252,3,248,230;0,0,245,236",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737022,215656,500,241,1,0.89689,0.85972,2,1,1,"0,0,262,241;246,8,246,233",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"255,0,245,241;3,0,243,241",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737032,215662,500,238,1,0.81664,0.92534,2,1,1,"0,0,247,238;247,0,253,238",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"252,0,248,238;2,1,231,230",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737043,215668,500,240,1,0.96816,0.92617,2,1,1,"0,0,247,240;237,0,263,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"252,0,248,240;0,0,245,237",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737054,215674,500,244,1,0.89865,0.85215,2,1,1,"0,0,251,244;256,5,242,239",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,247,244;253,5,247,235",2,0,0.0,0,0.0,2,0,0.0,52,0.00121
