house,sale_id,lot_id,lot_number,w,h,blobs_pre_blur,blobs_pre_close,gap_pre_blur,gap_pre_close,circ_pre_close,control.kernel,control.status,control.ndets,control.bboxes,control.hough,control.tcr_triggered,control.tcr_status,control.blobs_post_close,control.gap_post_close,control.seconds,auto.kernel,auto.status,auto.ndets,auto.bboxes,auto.hough,auto.tcr_triggered,auto.tcr_status,auto.blobs_post_close,auto.gap_post_close,auto.seconds,0.0042.kernel,0.0042.status,0.0042.ndets,0.0042.bboxes,0.0042.hough,0.0042.tcr_triggered,0.0042.tcr_status,0.0042.blobs_post_close,0.0042.gap_post_close,0.0042.seconds,auto.bbox_identical,auto.ndets_delta,0.0042.bbox_identical,0.0042.ndets_delta,control.weld,auto.weld,0.0042.weld
leu,75,689500,2758,1200,569,3,3,9.0,9.0,0.407|0.629,7,success,2,"0,0,603,569;593,0,604,569",1,1,split,1,,43.9389,3,success,2,"606,10,587,552;7,10,591,551",0,0,,3,9.0,0.0715,5,success,2,"0,0,603,569;593,0,604,569",1,1,split,1,,40.7105,0,0,1,0,0,0,0
leu,75,689519,2777,1158,600,2,2,10.0,9.0,0.668|0.458,7,success,2,"10,3,610,597;576,0,582,580",1,1,split,1,,50.0164,3,success,2,"590,13,560,580;8,18,574,565",0,0,,2,9.0,0.032,5,success,2,"588,13,562,580;8,18,576,565",0,0,,2,5.1,0.0327,0,0,0,0,1,0,0
leu,75,689538,2796,1166,600,2,2,14.0,15.0,0.563|0.374,7,success,2,"592,13,565,577;8,12,571,579",0,0,,2,15.0,0.0327,3,success,2,"8,12,571,579;592,13,565,577",0,0,,2,15.0,0.0357,5,success,2,"592,13,565,577;8,12,571,579",0,0,,2,15.0,0.0313,0,0,1,0,0,0,0
leu,75,689557,2815,1200,564,3,2,11.0,11.0,0.631|0.52,7,success,2,"0,0,602,564;597,0,600,564",1,1,split,1,,109.3524,3,success,2,"604,19,588,537;9,17,586,539",0,0,,2,11.0,0.0266,5,success,2,"9,13,586,543;604,19,588,537",0,0,,2,11.0,0.0274,0,0,0,0,1,0,0
leu,75,689575,2833,1190,600,3,2,12.0,12.0,0.672|0.206,7,success,2,"27,0,600,598;592,0,598,600",1,1,split,1,,46.5287,3,success,2,"9,17,581,573;600,16,581,569",0,0,,2,12.0,0.0405,5,success,2,"9,17,581,573;600,16,581,569",0,0,,2,12.0,0.0421,0,0,0,0,1,0,0
leu,75,689594,2852,1200,584,2,2,12.0,12.0,0.787|0.773,7,success,2,"0,0,600,584;596,0,604,578",1,1,split,1,,47.0032,3,success,2,"612,14,581,563;8,15,593,560",0,0,,2,12.0,0.0368,5,success,2,"612,12,581,565;8,15,593,560",0,0,,2,12.0,0.0374,0,0,0,0,1,0,0
leu,75,689613,2871,1170,600,2,2,13.0,13.34,0.763|0.762,7,success,2,"7,0,608,582;567,0,603,600",1,1,split,1,,52.7014,3,success,2,"593,14,570,577;8,16,573,576",0,0,,2,13.34,0.0331,5,success,2,"593,14,570,577;8,16,573,576",0,0,,2,13.34,0.0318,0,0,0,0,1,0,0
leu,75,689632,2890,1200,578,2,2,13.15,12.0,0.807|0.749,7,success,2,"65,0,552,534;609,0,591,578",1,1,split,1,,38.2827,3,success,2,"606,8,587,564;7,18,589,545",0,0,,2,12.0,0.0364,5,success,2,"606,8,587,564;7,18,589,545",0,0,,2,12.0,0.0284,0,0,0,0,1,0,0
leu,75,689650,2908,1200,552,2,2,12.0,13.0,0.547|0.567,7,success,2,"601,12,590,532;9,13,582,528",0,0,,2,11.05,0.0307,3,success,2,"602,12,589,532;9,13,582,528",0,0,,2,13.0,0.0343,5,success,2,"602,12,589,532;9,13,582,528",0,0,,2,13.0,0.0314,0,0,0,0,0,0,0
leu,75,689669,2927,1161,600,2,2,10.0,10.0,0.754|0.812,7,success,2,"0,0,606,600;537,6,598,594",1,1,split,1,,46.1591,3,success,2,"575,27,578,551;8,14,558,578",0,0,,2,10.0,0.0288,5,success,2,"575,27,578,551;8,14,558,578",0,0,,2,10.0,0.0293,0,0,0,0,1,0,0
leu,75,689688,2946,1200,519,2,2,19.65,19.24,0.498|0.46,7,success,2,"603,11,586,498;9,14,583,494",0,0,,2,19.24,0.0301,3,success,2,"603,11,586,498;9,14,583,494",0,0,,2,19.24,13.3065,5,success,2,"603,11,586,498;9,14,583,494",0,0,,2,19.24,0.0259,1,0,1,0,0,0,0
leu,75,689707,2965,1200,589,2,2,10.0,10.0,0.462|0.351,7,success,2,"2,0,634,589;596,0,604,589",1,1,split,1,,38.7936,3,success,2,"8,11,588,570;604,22,588,559",0,0,,2,10.0,0.0522,5,success,2,"8,11,588,570;604,22,588,559",0,0,,2,10.0,0.0549,0,0,0,0,1,0,0
leu,75,689725,2983,1200,566,10,2,11.0,10.0,0.738|0.645,7,success,2,"0,0,607,566;576,0,610,566",1,1,split,1,,37.4779,3,success,2,"8,11,588,546;605,13,588,544",0,0,,2,10.0,0.0305,5,success,2,"8,11,588,546;605,13,588,544",0,0,,2,10.0,0.0343,0,0,0,0,1,0,0
leu,75,689744,3002,1200,575,2,2,10.0,9.06,0.539|0.632,7,success,2,"0,0,608,575;581,0,602,570",1,1,split,1,,43.0564,3,success,2,"604,10,589,558;7,13,589,551",0,0,,2,9.06,0.0336,5,success,2,"604,10,589,558;7,12,589,552",0,0,,2,9.06,0.0325,0,0,0,0,1,0,0
leu,75,689763,3021,1112,600,3,3,14.87,14.04,0.637|0.301,7,success,2,"568,10,537,583;7,28,553,550",0,0,,2,14.04,0.0282,3,success,2,"12,40,546,545;582,49,526,527",0,0,,3,14.04,16.8078,5,success,2,"568,10,537,583;7,28,553,550",0,0,,2,14.04,0.0302,0,0,1,0,0,0,0
leu,75,689782,3040,1200,596,2,2,11.18,11.0,0.691|0.64,7,success,2,"0,0,623,596;566,0,634,596",1,1,split,1,,50.4993,3,success,2,"604,16,589,569;8,14,587,574",0,0,,2,11.0,0.0416,5,success,2,"604,16,589,569;8,14,587,574",0,0,,2,11.0,0.0373,0,0,0,0,1,0,0
leu,75,689800,3058,1171,600,3,3,10.0,10.44,0.475|0.265,7,success,2,"0,0,608,600;555,0,616,600",1,1,split,1,,54.9349,3,success,2,"595,17,569,570;9,10,577,582",0,0,,2,10.44,0.0481,5,success,2,"595,17,569,570;9,9,577,583",0,0,,2,10.44,0.0331,0,0,0,0,0,0,0
leu,75,689819,3077,1200,559,2,2,11.05,11.0,0.678|0.819,7,success,2,"0,0,572,549;617,0,583,559",1,1,split,1,,107.3824,3,success,2,"601,9,591,542;8,12,583,537",0,0,,2,11.0,0.0579,5,success,2,"601,9,591,542;8,12,583,537",0,0,,2,11.0,0.0372,0,0,0,0,1,0,0
leu,75,689838,3096,1181,600,2,2,12.04,12.0,0.635|0.576,7,success,2,"0,0,612,600;568,0,613,593",1,1,split,1,,53.6753,3,success,2,"595,17,578,575;8,11,577,579",0,0,,2,12.0,0.0407,5,success,2,"595,11,578,581;8,11,577,579",0,0,,2,12.0,0.0314,0,0,0,0,1,0,0
leu,75,689857,3115,1200,564,2,2,11.05,11.0,0.663|0.322,7,success,2,"0,0,605,564;587,0,606,564",1,1,split,1,,42.9197,3,success,2,"8,14,595,540;612,8,581,548",0,0,,2,11.0,0.0337,5,success,2,"8,12,595,542;612,8,581,548",0,0,,2,11.0,0.0272,0,0,0,0,1,0,0
leu,75,689875,3133,1200,589,2,2,12.0,12.0,0.693|0.194,7,success,2,"19,0,592,577;600,0,600,589",1,1,split,1,,49.8422,3,success,2,"605,9,586,571;9,13,585,564",0,0,,2,12.0,0.0284,5,success,2,"605,9,586,571;9,13,585,564",0,0,,2,12.0,0.0257,0,0,0,0,1,0,0
leu,75,689894,3152,1200,587,2,3,17.0,17.12,0.424|0.14,7,success,2,"608,16,577,556;16,19,576,552",0,0,,2,17.12,0.0305,3,success,2,"16,19,576,552;608,16,577,556",0,0,,2,17.12,0.0419,5,success,2,"608,16,577,556;16,19,576,552",0,0,,2,17.12,0.0359,0,0,1,0,0,0,0
leu,75,689913,3171,1200,600,3,3,12.0,12.0,0.524|0.305,7,success,2,"32,3,582,582;601,0,592,575",1,1,split,1,,52.0663,3,success,2,"9,11,587,580;621,34,549,549",0,0,,2,12.0,11.9539,5,success,2,"9,11,587,580;618,31,552,552",0,0,,2,12.0,10.5931,0,0,0,0,0,0,0
leu,75,689932,3190,1195,600,3,3,14.14,14.87,0.46|0.15,7,success,2,"597,15,588,572;10,11,575,579",0,0,,2,14.87,0.0372,3,success,2,"597,16,588,571;10,11,575,579",0,0,,2,14.87,0.0441,5,success,2,"597,15,588,572;10,11,575,579",0,0,,2,14.87,0.0368,0,0,1,0,0,0,0
leu,75,689950,3208,1200,567,2,2,12.37,12.17,0.715|0.731,7,success,2,"0,0,566,566;581,0,574,567",1,1,split,1,,109.1012,3,success,2,"591,27,601,520;8,15,572,544",0,0,,2,12.17,0.034,5,success,2,"591,27,601,520;8,15,572,544",0,0,,2,12.17,0.0346,0,0,0,0,1,0,0
leu,75,689969,3227,1200,526,2,2,12.0,11.7,0.752|0.423,7,success,2,"19,0,550,526;618,0,564,526",1,1,split,1,,33.187,3,success,2,"9,10,586,507;605,9,587,508",0,0,,2,11.7,0.0275,5,success,2,"9,10,586,507;605,9,587,508",0,0,,2,11.7,0.0268,0,0,0,0,1,0,0
leu,75,689988,3246,1131,600,3,2,11.0,11.0,0.573|0.374,7,success,2,"0,0,584,596;539,28,592,572",1,1,split,1,,47.0432,3,success,2,"563,13,560,573;8,9,545,583",0,0,,3,11.0,0.0424,5,success,2,"563,13,560,573;8,9,545,583",0,0,,2,11.0,0.0284,0,0,0,0,1,0,0
leu,75,690007,3265,1200,546,2,2,12.0,12.0,0.382|0.298,7,success,2,"0,0,570,546;620,0,580,546",1,1,split,1,,32.7894,3,success,2,"605,14,587,522;8,16,587,522",0,0,,2,12.0,0.0412,5,success,2,"605,14,587,522;8,16,587,522",0,0,,2,12.0,0.0327,0,0,0,0,1,0,0
leu,75,690026,3284,1200,574,2,2,10.0,9.0,0.744|0.846,7,success,2,"8,0,626,574;565,0,598,574",1,1,split,1,,33.8073,3,success,2,"7,13,588,552;603,12,589,554",0,0,,2,9.0,0.034,5,success,2,"8,0,626,574;565,0,598,574",1,1,split,1,,34.6317,0,0,1,0,1,0,1
leu,75,690044,3302,1078,600,2,2,20.02,20.0,0.254|0.249,7,success,2,"548,14,515,573;15,17,514,569",0,0,,2,20.0,0.0387,3,success,2,"548,14,515,573;15,17,514,569",0,0,,2,20.0,0.0314,5,success,2,"548,14,515,573;15,17,514,569",0,0,,2,20.0,0.0363,1,0,1,0,0,0,0
leu,75,690063,3321,1200,538,2,2,10.0,10.0,0.771|0.684,7,success,2,"3,0,578,538;620,0,578,538",1,1,split,1,,32.5374,3,success,2,"605,10,587,520;7,19,589,509",0,0,,2,10.0,0.0329,5,success,2,"605,10,587,520;7,19,589,509",0,0,,2,10.0,0.0331,0,0,0,0,1,0,0
leu,75,690082,3340,1200,578,2,2,11.0,10.0,0.867|0.745,7,success,2,"0,0,567,578;612,0,588,578",1,1,split,1,,39.2307,3,success,2,"8,11,586,559;603,20,589,544",0,0,,2,10.0,0.0319,5,success,2,"8,11,586,559;603,20,589,544",0,0,,2,10.0,0.0399,0,0,0,0,1,0,0
leu,75,690101,3359,1193,600,2,2,9.49,9.0,0.526|0.365,7,success,2,"0,0,625,600;574,0,619,600",1,1,split,1,,47.0763,3,success,2,"603,14,582,576;7,15,588,578",0,0,,2,9.0,0.0515,5,success,2,"0,0,625,600;574,0,619,600",1,1,split,1,,44.7132,0,0,1,0,1,0,1
leu,75,690119,3377,1200,569,3,3,21.59,19.92,0.159|0.124,7,success,2,"58,4,572,565;608,0,592,569",1,1,split,1,,39.7372,3,success,2,"9,17,587,544;616,12,555,555",0,0,,2,18.44,8.7661,5,success,2,"9,17,587,544;605,21,587,536",0,0,,3,11.05,0.0538,0,0,0,0,0,0,0
leu,75,690138,3396,1200,576,2,2,8.0,7.0,0.697|0.726,7,success,2,"12,0,596,576;583,0,596,576",1,1,split,1,,43.2999,3,success,2,"603,10,591,561;5,17,593,546",0,0,,2,7.0,0.0354,5,success,2,"12,0,596,576;583,0,596,576",1,1,split,1,,42.9696,0,0,1,0,1,0,1
leu,75,690158,3416,1200,550,2,2,14.32,15.03,0.343|0.227,7,success,2,"7,15,585,524;599,11,594,533",0,0,,2,14.14,0.0271,3,success,2,"622,7,534,534;33,23,519,519",0,0,,2,15.03,10.2342,5,success,2,"599,11,594,533;33,22,520,520",0,0,,2,14.14,5.3864,0,0,0,0,0,0,0
leu,75,690177,3435,1200,583,2,2,10.2,10.0,0.728|0.722,7,success,2,"0,0,625,583;583,0,617,583",1,1,split,1,,37.8858,3,success,2,"602,14,590,559;9,24,584,550",0,0,,2,10.0,0.0257,5,success,2,"602,14,590,559;9,24,584,550",0,0,,2,10.0,0.0286,0,0,0,0,1,0,0
leu,75,690195,3453,1200,590,3,3,12.0,12.0,0.68|0.167,7,success,2,"0,0,626,590;590,0,610,590",1,1,split,1,,41.1072,3,success,2,"8,15,589,565;608,10,583,572",0,0,,2,12.0,0.0397,5,success,2,"8,15,589,565;608,10,583,572",0,0,,2,12.0,0.0365,0,0,0,0,0,0,0
leu,75,690214,3472,1200,589,2,2,10.05,10.0,0.833|0.594,7,success,2,"0,0,616,589;565,0,635,589",1,1,split,1,,39.6599,3,success,2,"602,12,590,568;8,11,585,570",0,0,,2,10.0,0.0414,5,success,2,"602,12,590,568;8,11,585,570",0,0,,2,10.0,0.0304,0,0,0,0,1,0,0
leu,75,690233,3491,1200,589,2,2,10.0,9.85,0.779|0.672,7,success,2,"0,0,634,589;597,0,603,589",1,1,split,1,,40.6914,3,success,2,"604,14,587,567;8,13,588,567",0,0,,2,9.85,0.0299,5,success,2,"0,0,634,589;597,0,603,589",1,1,split,1,,39.0983,0,0,1,0,1,0,1
leu,75,690252,3510,1188,600,2,2,14.0,14.0,0.781|0.509,7,success,2,"9,12,584,579;603,15,577,572",0,0,,2,14.0,0.0372,3,success,2,"9,12,584,579;603,15,577,572",0,0,,2,14.0,0.0402,5,success,2,"9,12,584,579;603,15,577,572",0,0,,2,14.0,0.0376,1,0,1,0,0,0,0
leu,75,690271,3529,1199,573,2,2,11.0,11.0,0.611|0.523,7,success,2,"0,0,602,573;580,34,538,538",1,1,split,1,,38.22,3,success,2,"9,14,584,546;602,10,588,554",0,0,,2,11.0,0.0775,5,success,2,"602,10,588,554;9,14,584,546",0,0,,2,10.0,0.04,0,0,0,0,1,0,0
leu,75,690290,3548,1182,600,19,4,11.18,11.0,0.165|0.228,7,success,2,"0,0,620,600;567,0,615,600",1,1,split,1,,45.2376,3,success,2,"595,10,579,581;9,11,576,579",0,0,,3,11.0,0.0511,5,success,2,"595,10,579,581;9,11,576,579",0,0,,2,11.0,0.0316,0,0,0,0,0,0,0
leu,75,690309,3567,1150,600,2,2,11.05,11.0,0.515|0.139,7,success,2,"0,3,602,597;576,7,574,590",1,1,split,1,,47.2811,3,success,2,"580,11,564,583;48,61,522,522",0,0,,2,11.0,7.3578,5,success,2,"580,11,564,583;6,15,566,571",0,0,,2,11.0,0.0638,0,0,0,0,1,0,0
leu,75,690328,3586,1200,593,5,3,27.29,22.36,0.541|0.079,7,success,3,"603,19,586,567;23,-20,557,555;330,539,41,41",0,0,,3,22.36,6.5756,3,success,3,"603,19,586,567;26,-21,540,538;330,540,39,40",0,0,,3,22.36,7.2049,5,success,3,"603,19,586,567;24,-21,555,554;331,540,40,40",0,0,,3,22.36,5.9544,0,0,0,0,0,0,0
leu,75,690346,3604,1105,600,7,6,11.05,11.0,0.275|0.231,7,success,2,"0,63,510,528;575,46,530,532",1,1,split,1,,38.443,3,success,2,"567,48,528,529;19,61,519,518",0,0,,4,11.0,9.1144,5,success,2,"567,48,528,528;20,63,518,519",0,0,,2,11.0,9.122,0,0,0,0,0,0,0
leu,75,690365,3623,1200,582,7,4,14.04,14.04,0.356|0.267,7,success,2,"0,12,599,558;606,7,594,575",0,0,,2,14.04,0.0438,3,success,2,"6,12,593,558;606,7,588,569",0,0,,3,14.04,0.0735,5,success,2,"6,12,593,558;606,7,588,569",0,0,,3,14.0,0.0506,0,0,0,0,0,0,0
leu,75,690384,3642,1200,586,4,4,13.0,15.03,0.217|0.134,7,success,3,"41,45,535,535;629,55,527,527;786,28,32,31",0,0,,5,15.52,20.9186,3,success,3,"41,48,534,534;639,81,502,502;723,49,35,35",0,0,,4,15.03,20.0283,5,success,3,"41,46,535,535;635,71,512,512;787,29,30,30",0,0,,6,15.52,19.4267,0,0,0,0,0,0,0
leu,75,690403,3661,1200,799,9,9,30.48,31.82,0.02|0.821,7,success,3,"156,31,655,749;767,134,280,280;781,513,205,227",0,0,,4,23.41,22.7969,3,success,4,"156,46,655,734;781,513,205,227;793,75,193,210;837,291,178,178",0,0,,6,31.82,20.7215,5,success,3,"156,39,655,741;779,140,263,262;781,513,205,227",0,0,,4,23.41,22.2942,0,1,0,0,0,0,0
leu,75,690421,3679,1200,799,15,12,2.83,2.0,0.062|0.673,7,success,2,"26,41,1117,758;1165,0,35,103",0,0,,2,108.5,48.5747,3,success,2,"26,41,1117,758;1165,0,35,103",0,0,,5,6.08,49.8979,5,success,2,"26,41,1117,758;1165,0,35,103",0,0,,2,108.5,53.6635,1,0,1,0,0,0,0
leu,75,690440,3698,1200,799,7,7,22.36,20.4,0.13|0.082,7,success,2,"435,201,564,564;44,317,350,349",0,0,,3,36.67,22.6101,3,success,3,"430,194,570,570;102,500,225,241;120,266,225,224",0,0,,5,20.4,21.6169,5,success,2,"434,199,565,565;43,305,354,354",0,0,,4,36.67,23.1455,0,1,0,0,0,0,0
leu,75,690459,3717,1200,799,22,20,447.79,447.47,0.164|0.216,7,success,5,"129,225,621,620;783,177,469,469;640,69,294,294;415,47,174,161;55,62,149,172",0,0,,8,29.0,27.2878,3,success,5,"33,293,477,478;891,152,353,353;625,581,238,238;577,300,217,217;759,119,211,211",0,0,,16,447.47,15.1949,5,success,5,"132,225,611,611;787,181,460,460;55,62,149,172;426,56,149,149;229,44,146,146",0,0,,9,29.0,32.0696,0,0,0,0,0,0,0
leu,75,690478,3736,1200,799,8,7,2.24,27.0,0.125|0.827,7,success,3,"105,222,514,514;753,387,353,353;731,113,345,345",0,0,,4,27.0,14.5765,3,success,5,"102,220,492,492;679,441,251,286;666,159,248,244;939,439,239,243;923,186,229,227",0,0,,6,27.0,13.6621,5,success,5,"106,220,500,500;679,441,251,286;666,159,248,244;939,439,239,243;923,186,229,227",0,0,,6,27.0,13.1451,0,2,0,2,0,0,0
