house,sale_id,lot_id,lot_number,w,h,blobs_pre_blur,blobs_pre_close,gap_pre_blur,gap_pre_close,circ_pre_close,control.kernel,control.status,control.ndets,control.bboxes,control.hough,control.tcr_triggered,control.tcr_status,control.blobs_post_close,control.gap_post_close,control.seconds,auto.kernel,auto.status,auto.ndets,auto.bboxes,auto.hough,auto.tcr_triggered,auto.tcr_status,auto.blobs_post_close,auto.gap_post_close,auto.seconds,auto.bbox_identical,auto.ndets_delta,control.weld,auto.weld
kuenker,428,737381,2079,1657,923,4,4,24.52,24.0,0.69|0.83,7,success,3,"839,97,811,826;6,97,810,819;782,0,92,75",0,0,,3,24.0,0.0939,7,success,3,"839,97,811,826;6,97,810,819;782,0,92,75",0,0,,3,24.0,0.121,1,0,0,0
kuenker,428,737393,2085,1250,712,4,5,30.0,31.58,0.506|0.572,7,success,3,"637,103,613,602;8,98,600,607;595,-2,59,58",0,0,,3,31.0,0.0626,7,success,3,"637,103,613,602;8,98,600,607;595,-2,59,58",0,0,,3,31.0,0.0546,1,0,0,0
kuenker,428,737405,2091,1422,796,4,4,37.0,28.44,0.674|0.218,7,success,3,"7,98,692,691;723,104,693,692;673,0,76,62",0,0,,3,25.0,0.0771,7,success,3,"7,98,692,691;723,104,693,692;673,0,76,62",0,0,,3,25.0,0.1084,1,0,0,0
kuenker,428,737418,2097,1616,895,5,5,23.0,23.0,0.203|0.344,7,success,3,"818,99,791,796;7,98,789,788;764,0,87,71",0,0,,3,23.0,0.1072,7,success,3,"818,99,791,796;7,98,789,788;764,0,87,71",0,0,,3,23.0,0.1081,1,0,0,0
kuenker,428,737430,2103,1745,964,4,4,25.0,25.0,0.875|0.777,7,success,3,"884,98,853,860;7,97,853,859;823,0,97,79",0,0,,3,25.0,0.1546,7,success,3,"884,98,853,860;7,97,853,859;823,0,97,79",0,0,,3,25.0,0.3194,1,0,0,0
kuenker,428,737440,2108,2000,1065,5,6,20.0,20.0,0.774|0.428,7,success,3,"0,75,990,990;1008,74,992,991;954,-1,92,91",0,0,,3,20.0,0.2456,7,success,3,"0,75,990,990;1008,74,992,991;954,-1,92,91",0,0,,3,20.0,0.2336,1,0,0,0
kuenker,428,737454,2114,2000,1066,4,4,20.0,19.0,0.685|0.837,7,success,3,"0,75,991,991;1009,75,991,991;944,0,109,89",0,0,,3,20.0,0.1645,7,success,3,"0,75,991,991;1009,75,991,991;944,0,109,89",0,0,,3,20.0,0.1335,1,0,0,0
kuenker,428,737467,2120,2000,1083,4,4,23.0,23.0,0.887|0.871,7,success,3,"0,93,990,983;1011,92,989,984;946,0,107,88",0,0,,3,23.0,0.1573,7,success,3,"0,93,990,983;1011,92,989,984;946,0,107,88",0,0,,3,23.0,0.1642,1,0,0,0
kuenker,428,737478,2126,1754,964,4,4,30.27,29.07,0.438|0.556,7,success,3,"892,97,855,860;7,102,857,853;835,-2,84,83",0,0,,3,29.07,0.1306,7,success,3,"892,97,855,860;7,102,857,853;835,-2,84,83",0,0,,3,29.07,0.103,1,0,0,0
kuenker,428,737491,2132,1681,931,5,4,25.0,25.32,0.708|0.502,7,success,3,"0,97,828,827;852,96,829,828;799,-1,81,81",0,0,,3,25.0,0.1,7,success,3,"0,97,828,827;852,96,829,828;799,-1,81,81",0,0,,3,25.0,0.0985,1,0,0,0
kuenker,428,737501,2137,2000,1078,6,8,52.01,48.17,0.401|0.417,7,success,3,"1012,83,975,987;10,89,973,979;944,0,111,90",0,0,,3,32.02,0.2007,7,success,3,"1012,83,975,987;10,89,973,979;944,0,111,90",0,0,,3,32.02,0.2206,1,0,0,0
kuenker,428,737515,2143,2000,1078,5,6,32.0,25.08,0.504|0.591,7,success,3,"7,95,985,975;1016,96,977,973;952,-1,95,94",0,0,,3,25.08,0.1877,7,success,3,"7,95,985,975;1016,96,977,973;952,-1,95,94",0,0,,3,25.08,0.1718,1,0,0,0
kuenker,428,737527,2149,1712,942,4,4,30.41,31.58,0.601|0.573,7,success,3,"869,102,843,829;7,98,832,837;817,-2,79,79",0,0,,3,31.58,0.2356,7,success,3,"869,102,843,829;7,98,832,837;817,-2,79,79",0,0,,3,31.58,0.1242,1,0,0,0
kuenker,428,737539,2155,2000,1088,4,4,23.09,23.09,0.774|0.718,7,success,3,"1012,96,982,987;7,95,983,988;943,0,111,91",0,0,,3,23.09,0.2122,7,success,3,"1012,96,982,987;7,95,983,988;943,0,111,91",0,0,,3,23.09,0.2103,1,0,0,0
kuenker,428,737552,2161,2000,1073,4,4,22.0,21.21,0.892|0.779,7,success,3,"1009,81,991,992;3,85,986,980;944,0,110,90",0,0,,3,21.21,0.1731,7,success,3,"1009,81,991,992;3,85,986,980;944,0,110,90",0,0,,3,21.21,0.1895,1,0,0,0
