id,side,off_value,off_bg_type,on_value,on_bg_type,ring_truth,off_err,on_err,off_thresh,on_thresh,crosses_110,value_changed
755530,full,31.062,dark,75.0,dark,77.885,-46.823,-2.885,BINARY,BINARY,False,True
755531,full,31.614,dark,75.0,dark,77.885,-46.271,-2.885,BINARY,BINARY,False,True
755532,full,28.145,dark,75.0,dark,77.885,-49.74,-2.885,BINARY,BINARY,False,True
755533,full,31.582,dark,75.0,dark,77.885,-46.303,-2.885,BINARY,BINARY,False,True
755534,full,30.627,dark,75.0,dark,77.885,-47.258,-2.885,BINARY,BINARY,False,True
755535,full,29.705,dark,75.0,dark,77.885,-48.18,-2.885,BINARY,BINARY,False,True
755536,full,30.762,dark,75.0,dark,77.885,-47.124,-2.885,BINARY,BINARY,False,True
755537,full,31.24,dark,75.0,dark,77.885,-46.645,-2.885,BINARY,BINARY,False,True
755538,full,30.454,dark,75.0,dark,77.885,-47.431,-2.885,BINARY,BINARY,False,True
755539,full,30.264,dark,75.0,dark,77.885,-47.621,-2.885,BINARY,BINARY,False,True
755540,full,29.294,dark,75.0,dark,77.885,-48.591,-2.885,BINARY,BINARY,False,True
755541,full,30.928,dark,75.0,dark,77.885,-46.958,-2.885,BINARY,BINARY,False,True
755542,full,30.886,dark,75.0,dark,77.885,-46.999,-2.885,BINARY,BINARY,False,True
755543,full,29.445,dark,75.0,dark,77.885,-48.44,-2.885,BINARY,BINARY,False,True
755544,full,29.597,dark,75.0,dark,77.885,-48.288,-2.885,BINARY,BINARY,False,True
755545,full,29.248,dark,75.0,dark,77.885,-48.637,-2.885,BINARY,BINARY,False,True
755546,full,30.027,dark,75.0,dark,77.885,-47.859,-2.885,BINARY,BINARY,False,True
755547,full,30.882,dark,75.0,dark,77.885,-47.003,-2.885,BINARY,BINARY,False,True
755548,full,30.724,dark,75.0,dark,77.885,-47.161,-2.885,BINARY,BINARY,False,True
755549,full,30.072,dark,75.0,dark,77.885,-47.814,-2.885,BINARY,BINARY,False,True
755553,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755554,full,28.459,dark,75.0,dark,77.885,-49.426,-2.885,BINARY,BINARY,False,True
755556,full,31.76,dark,75.0,dark,77.885,-46.125,-2.885,BINARY,BINARY,False,True
755557,full,33.994,dark,75.0,dark,77.885,-43.891,-2.885,BINARY,BINARY,False,True
755558,full,33.16,dark,75.0,dark,77.885,-44.725,-2.885,BINARY,BINARY,False,True
755559,full,33.09,dark,75.0,dark,77.885,-44.795,-2.885,BINARY,BINARY,False,True
755560,full,31.787,dark,75.0,dark,77.885,-46.098,-2.885,BINARY,BINARY,False,True
755561,full,28.4,dark,75.0,dark,77.885,-49.485,-2.885,BINARY,BINARY,False,True
755562,full,30.545,dark,75.0,dark,77.885,-47.34,-2.885,BINARY,BINARY,False,True
755563,full,33.915,dark,75.0,dark,77.885,-43.97,-2.885,BINARY,BINARY,False,True
755564,full,32.953,dark,75.0,dark,77.885,-44.932,-2.885,BINARY,BINARY,False,True
755565,full,30.914,dark,75.0,dark,77.885,-46.971,-2.885,BINARY,BINARY,False,True
755566,full,32.991,dark,75.0,dark,77.885,-44.894,-2.885,BINARY,BINARY,False,True
755567,full,33.672,dark,75.0,dark,77.885,-44.213,-2.885,BINARY,BINARY,False,True
755568,full,31.066,dark,75.0,dark,77.885,-46.819,-2.885,BINARY,BINARY,False,True
755569,full,31.036,dark,75.0,dark,77.885,-46.849,-2.885,BINARY,BINARY,False,True
755570,full,33.7,dark,75.0,dark,77.885,-44.185,-2.885,BINARY,BINARY,False,True
755571,full,33.058,dark,75.0,dark,77.885,-44.827,-2.885,BINARY,BINARY,False,True
755572,full,32.649,dark,75.0,dark,77.885,-45.236,-2.885,BINARY,BINARY,False,True
755573,full,32.217,dark,75.0,dark,77.885,-45.668,-2.885,BINARY,BINARY,False,True
755574,full,29.512,dark,75.0,dark,77.885,-48.374,-2.885,BINARY,BINARY,False,True
755575,full,30.817,dark,75.0,dark,77.885,-47.068,-2.885,BINARY,BINARY,False,True
755576,full,31.866,dark,75.0,dark,77.885,-46.02,-2.885,BINARY,BINARY,False,True
755577,full,29.603,dark,75.0,dark,77.885,-48.282,-2.885,BINARY,BINARY,False,True
755578,full,32.354,dark,75.0,dark,77.885,-45.531,-2.885,BINARY,BINARY,False,True
755579,full,32.463,dark,75.0,dark,77.885,-45.423,-2.885,BINARY,BINARY,False,True
755580,full,29.582,dark,75.0,dark,77.885,-48.304,-2.885,BINARY,BINARY,False,True
755581,full,31.953,dark,75.0,dark,77.885,-45.932,-2.885,BINARY,BINARY,False,True
755582,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755583,full,32.766,dark,75.0,dark,77.885,-45.12,-2.885,BINARY,BINARY,False,True
755584,full,31.617,dark,75.0,dark,77.885,-46.268,-2.885,BINARY,BINARY,False,True
755585,full,33.098,dark,75.0,dark,77.885,-44.787,-2.885,BINARY,BINARY,False,True
755586,full,30.258,dark,75.0,dark,77.885,-47.628,-2.885,BINARY,BINARY,False,True
755587,full,29.717,dark,75.0,dark,77.885,-48.168,-2.885,BINARY,BINARY,False,True
755588,full,30.346,dark,75.0,dark,77.885,-47.539,-2.885,BINARY,BINARY,False,True
755589,full,30.932,dark,75.0,dark,77.885,-46.953,-2.885,BINARY,BINARY,False,True
755590,full,32.69,dark,75.0,dark,77.885,-45.195,-2.885,BINARY,BINARY,False,True
755591,full,30.597,dark,75.0,dark,77.885,-47.289,-2.885,BINARY,BINARY,False,True
755592,full,32.534,dark,75.0,dark,77.885,-45.352,-2.885,BINARY,BINARY,False,True
755593,full,30.659,dark,75.0,dark,77.885,-47.226,-2.885,BINARY,BINARY,False,True
755594,full,31.048,dark,75.0,dark,77.885,-46.837,-2.885,BINARY,BINARY,False,True
755595,full,32.581,dark,75.0,dark,77.885,-45.304,-2.885,BINARY,BINARY,False,True
755596,full,34.957,dark,75.0,dark,77.885,-42.928,-2.885,BINARY,BINARY,False,True
755597,full,29.055,dark,75.0,dark,77.885,-48.83,-2.885,BINARY,BINARY,False,True
755598,full,30.488,dark,75.0,dark,77.885,-47.397,-2.885,BINARY,BINARY,False,True
755599,full,30.236,dark,75.0,dark,77.885,-47.65,-2.885,BINARY,BINARY,False,True
